model,category,ratings,color,display,processor,ram,android_version,camera,storage,storage_category,battery,battery_category,price_gbp,price_category,imgURL
SAMSUNG Galaxy A33,Phones,4.3,Awesome White,other_types,not mentioned,6,11,48,128,High Storage,5000,High Battery,247.61,Mid-Range,https://rukminim2.flixcart.com/image/312/312/l3xcr680/mobile/9/8/x/-original-imagexexsaxegzxk.jpeg?q=70
SAMSUNG Galaxy A22 5G,Phones,4.2,Mint,TFT,Dimensity700,6,10,48,128,High Storage,5000,High Battery,190.47,Mid-Range,https://rukminim2.flixcart.com/image/312/312/krme93k0/mobile/k/x/5/galaxy-a22-5g-sm-a226blghins-samsung-original-imag5dgzhyf8gjta.jpeg?q=70
SAMSUNG Galaxy M32 5G,Phones,4.2,Slate Black,other_types,not mentioned,8,11,64,128,High Storage,6000,High Battery,180.95,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/z/x/-original-imag6jmvqyef5nyf.jpeg?q=70
SAMSUNG Galaxy M31s,Phones,4.3,Mirage Black,other_types,not mentioned,6,12,48,128,High Storage,6000,High Battery,171.42,Mid-Range,https://rukminim2.flixcart.com/image/312/312/keekmfk0/mobile/n/g/p/samsung-galaxy-m31s-sm-m317fzkdins-original-imafv3py9qnwfeft.jpeg?q=70
SAMSUNG Galaxy F22,Phones,4.3,Denim Black,other_types,Heilo80P,4,11,50,64,Medium Storage,6000,High Battery,109.51,Budget,https://rukminim2.flixcart.com/image/312/312/kqqykcw0/mobile/p/y/u/galaxy-f22-sm-e225fzkhins-samsung-original-imag4z99fagskjxd.jpeg?q=70
SAMSUNG Galaxy A23,Phones,4.3,Peach,other_types,not mentioned,8,10,64,128,High Storage,5000,High Battery,180.94,Mid-Range,https://rukminim2.flixcart.com/image/312/312/l19m93k0/mobile/5/k/x/-original-imagcv8jubmd9pb6.jpeg?q=70
SAMSUNG Galaxy F62,Phones,4.0,Laser Grey,HD+ AMOLED,not mentioned,8,11,13,128,High Storage,7000,High Battery,247.61,Mid-Range,https://rukminim2.flixcart.com/image/312/312/klb78nk0/mobile/4/y/h/galaxy-f62-sm-e625fzkdins-samsung-original-imagygxzrsmbhptk.jpeg?q=70
SAMSUNG Galaxy M02,Phones,4.0,Blue,other_types,MediaTek,2,10,13,32,Low Storage,5000,High Battery,70.47,Budget,https://rukminim2.flixcart.com/image/312/312/kkzrpu80/mobile/x/x/u/galaxy-m02-b08t2nnt4s3-samsung-original-imagy73c8fubvzg3.jpeg?q=70
SAMSUNG Galaxy A03s,Phones,4.2,White,LCD,Heilo356765,4,10,48,64,Medium Storage,5000,High Battery,138.09,Budget,https://rukminim2.flixcart.com/image/312/312/ksgehzk0/mobile/j/9/r/galaxy-a03s-sm-a037fzwgins-sm-a037fzw6ins-samsung-original-imag6ygqbmhzgevh.jpeg?q=70
SAMSUNG Galaxy A21s,Phones,4.0,White,other_types,not mentioned,4,6,13,64,Medium Storage,5000,High Battery,133.32,Budget,https://rukminim2.flixcart.com/image/312/312/kbi9h8w0/mobile/q/z/t/samsung-galaxy-a21s-sm-a217fzwfins-original-imafsuyavazdt7rq.jpeg?q=70
SAMSUNG Galaxy M02,Phones,3.9,Gray,other_types,MediaTek,2,12,16,32,Low Storage,5000,High Battery,70.13,Budget,https://rukminim2.flixcart.com/image/312/312/kkzrpu80/mobile/b/e/u/galaxy-m02-b08t2nnt4s5-samsung-original-imagy73cteuu4kfj.jpeg?q=70
SAMSUNG Galaxy A7-2017,Phones,4.3,Gold Sand,other_types,not mentioned,3,12,64,32,Low Storage,3600,Low Battery,246.67,Mid-Range,https://rukminim2.flixcart.com/image/312/312/j5lchow0/mobile/a/c/z/samsung-galaxy-a7-2017-sm-a720fzddins-original-imaew8vk2vkt4kgc.jpeg?q=70
SAMSUNG Galaxy M32 Prime Edition,Phones,4.1,Light Blue,other_types,not mentioned,6,10,50,128,High Storage,6000,High Battery,139.43,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/r/f/n/-original-imagjhr894wgfzzc.jpeg?q=70
SAMSUNG Galaxy A13,Phones,4.0,Peach,other_types,not mentioned,4,11,3,128,High Storage,5000,High Battery,142.85,Budget,https://rukminim2.flixcart.com/image/312/312/l19m93k0/mobile/w/g/x/-original-imagcv74zmfuu3cx.jpeg?q=70
SAMSUNG Galaxy A12,Phones,4.3,Black,LCD,not mentioned,4,12,64,64,Medium Storage,5000,High Battery,133.32,Budget,https://rukminim2.flixcart.com/image/312/312/klb78nk0/mobile/e/8/v/galaxy-a12-sm-a125fzkgins-samsung-original-imagyg84vawdfeay.jpeg?q=70
SAMSUNG Galaxy A22 5G,Phones,4.1,Mint,TFT,Dimensity700,8,11,48,128,High Storage,5000,High Battery,168.57,Mid-Range,https://rukminim2.flixcart.com/image/312/312/krme93k0/mobile/k/x/5/galaxy-a22-5g-sm-a226blghins-samsung-original-imag5dgzhyf8gjta.jpeg?q=70
SAMSUNG Galaxy M32 Prime Edition,Phones,4.3,Light Blue,other_types,not mentioned,6,11,64,128,High Storage,6000,High Battery,139.43,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/r/f/n/-original-imagjhr894wgfzzc.jpeg?q=70
SAMSUNG Galaxy A12,Phones,4.1,Black,LCD,not mentioned,6,9,48,128,High Storage,5000,High Battery,171.42,Mid-Range,https://rukminim2.flixcart.com/image/312/312/krz97rk0/mobile/v/2/z/galaxy-a12-exynos-850-sm-a127fzkjins-samsung-original-imag5n52vuufpgcp.jpeg?q=70
SAMSUNG M21 2021 Edition,Phones,4.3,Charcoal Black,other_types,not mentioned,6,11,48,128,High Storage,6000,High Battery,161.8,Mid-Range,https://rukminim2.flixcart.com/image/312/312/krp94sw0/mobile/n/j/2/m21-2021-edition-sm-m215gzkhins-samsung-original-imag5fgngku8xcqn.jpeg?q=70
SAMSUNG Galaxy A10s,Phones,4.3,Black,other_types,MediaTek,3,10,13,32,Low Storage,4000,Medium Battery,104.76,Budget,https://rukminim2.flixcart.com/image/312/312/k2jbyq80pkrrdj/mobile-refurbished/d/u/c/galaxy-a10s-32-gb-c-sm-a107fzkdins-samsung-2-original-imafjycfagsvuzrw.jpeg?q=70
SAMSUNG Galaxy A52,Phones,4.4,Awesome White,HD+ AMOLED,Snapdragon720GProcessor,6,11,64,128,High Storage,4500,Medium Battery,290.47,Mid-Range,https://rukminim2.flixcart.com/image/312/312/kmf7ki80/mobile/3/j/0/galaxy-a52-sm-a525fzwhins-samsung-original-imagfb4vjky63hmh.jpeg?q=70
SAMSUNG GALAXY M51,Phones,4.2,ELECTRIC BLUE,other_types,not mentioned,6,10,64,128,High Storage,7000,High Battery,171.39,Mid-Range,https://rukminim2.flixcart.com/image/312/312/kfeamq80/mobile/y/s/f/samsung-galaxy-m51-sm-m515fzbd-original-imafvvgfegtvb6fx.jpeg?q=70
SAMSUNG Galaxy M32 5G,Phones,4.2,Sky Blue,other_types,not mentioned,8,10,48,128,High Storage,5000,High Battery,185.7,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/z/t/1/-original-imag6jm69crass7p.jpeg?q=70
SAMSUNG M02s,Phones,4.3,Black,other_types,Snapdragon450P,3,11,13,32,Low Storage,5000,High Battery,90.38,Budget,https://rukminim2.flixcart.com/image/312/312/kk2wl8w0/mobile/i/t/a/m02s-sb08rswhmz61-samsung-original-imafzg4azbgz4c3y.jpeg?q=70
SAMSUNG Galaxy A51,Phones,4.2,Haze Crush Silver,AMOLED,not mentioned,8,12,48,128,High Storage,4000,Medium Battery,285.7,Mid-Range,https://rukminim2.flixcart.com/image/312/312/kcuug7k0/mobile/x/u/q/samsung-galaxy-a51-sm-a515fmswins-original-imaftw9cecyhye7d.jpeg?q=70
SAMSUNG Galaxy M32 5G,Phones,4.2,Sky Blue,other_types,Dimensity720,8,10,48,128,High Storage,5000,High Battery,171.33,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/z/x/-original-imag6jmvqyef5nyf.jpeg?q=70
SAMSUNG Galaxy A13,Phones,4.3,White,other_types,not mentioned,6,11,50,128,High Storage,5000,High Battery,157.13,Mid-Range,https://rukminim2.flixcart.com/image/312/312/l19m93k0/mobile/p/h/e/-original-imagcv7424zgvfk8.jpeg?q=70
SAMSUNG Galaxy A51,Phones,4.3,Haze Crush Silver,AMOLED,not mentioned,6,11,48,128,High Storage,4000,Medium Battery,199.9,Mid-Range,https://rukminim2.flixcart.com/image/312/312/kcuug7k0/mobile/x/u/q/samsung-galaxy-a51-sm-a515fmswins-original-imaftw9cecyhye7d.jpeg?q=70
SAMSUNG Galaxy F22,Phones,4.2,Denim Blue,other_types,Heilo80P,4,11,48,64,Medium Storage,6000,High Battery,109.51,Budget,https://rukminim2.flixcart.com/image/312/312/kqqykcw0/mobile/j/5/7/galaxy-f22-sm-e225flbdins-samsung-original-imag4z99fp4qdfby.jpeg?q=70
SAMSUNG Galaxy A22,Phones,4.2,Mint,AMOLED,Heilo806769,6,9,48,128,High Storage,5000,High Battery,195.23,Mid-Range,https://rukminim2.flixcart.com/image/312/312/krtjgcw0/mobile/n/t/i/galaxy-a22-sm-a225flgrins-samsung-original-imag5j58quhjzvvh.jpeg?q=70
SAMSUNG Galaxy A22,Phones,4.3,Mint,other_types,not mentioned,6,10,48,128,High Storage,5000,High Battery,161.9,Mid-Range,https://rukminim2.flixcart.com/image/312/312/kqqykcw0/mobile/w/r/n/a-22-sm-a22sf-ds-samsung-original-imag4pfjf9xp6jzz.jpeg?q=70
SAMSUNG Galaxy A10s,Phones,4.0,Blue,other_types,MediaTek,3,11,13,32,Low Storage,4000,Medium Battery,104.76,Budget,https://rukminim2.flixcart.com/image/312/312/k2jbyq80pkrrdj/mobile-refurbished/q/m/g/galaxy-a10s-32-gb-c-sm-a107fzbdins-samsung-2-original-imafjycggdwt5akh.jpeg?q=70
SAMSUNG Galaxy M02,Phones,4.3,Black,other_types,MediaTek,3,10,13,32,Low Storage,5000,High Battery,80.94,Budget,https://rukminim2.flixcart.com/image/312/312/kkzrpu80/mobile/q/0/5/galaxy-m02-b08t2nnt4s1-samsung-original-imagy73chee62pyq.jpeg?q=70
SAMSUNG Galaxy A52,Phones,4.2,Awesome Violet,HD+ AMOLED,Snapdragon720GProcessor,6,13,64,128,High Storage,4500,Medium Battery,290.47,Mid-Range,https://rukminim2.flixcart.com/image/312/312/kmf7ki80/mobile/z/w/q/galaxy-a52-sm-a525flvhins-samsung-original-imagfb4x2yshzagy.jpeg?q=70
SAMSUNG Galaxy F02s,Phones,4.2,Diamond Black,other_types,Snapdragon450,4,11,13,64,Medium Storage,5000,High Battery,104.67,Budget,https://rukminim2.flixcart.com/image/312/312/kn22m4w0/mobile/q/q/f/galaxy-f02s-sm-e025fakeins-samsung-original-imagfthzbvzgzpnb.jpeg?q=70
SAMSUNG Galaxy M34 5G,Phones,4.2,Graphite Black,other_types,not mentioned,6,10,50,128,High Storage,6000,High Battery,209.51,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/v/t/t/galaxy-m34-5g-sm-m346b-ds-samsung-original-imagrzu7ngrbzkzk.jpeg?q=70
SAMSUNG Galaxy F62,Phones,4.2,Laser Green,HD+ AMOLED,not mentioned,6,11,64,128,High Storage,7000,High Battery,228.56,Mid-Range,https://rukminim2.flixcart.com/image/312/312/klb78nk0/mobile/m/2/k/galaxy-f62-sm-e625fzggins-samsung-original-imagygxxse8gbaby.jpeg?q=70
SAMSUNG Galaxy M21,Phones,4.1,Midnight Blue,other_types,not mentioned,6,9,48,128,High Storage,6000,High Battery,157.13,Mid-Range,https://rukminim2.flixcart.com/image/312/312/kah413k0/mobile/z/m/g/samsung-galaxy-m21-b07hgjj55il-original-imafsfewggf3dqwc.jpeg?q=70
SAMSUNG Galaxy Z Fold3 5G,Phones,4.3,Phantom Black,AMOLED,Snapdragon888,12,9,12,512,High Storage,4400,Medium Battery,256.45,Mid-Range,https://rukminim2.flixcart.com/image/312/312/ksnjp8w0/mobile/b/t/k/galaxy-z-fold3-5g-sm-f926bzkdinu-samsung-original-imag662a7zgxn2fv.jpeg?q=70
SAMSUNG Galaxy A20s,Phones,4.3,Black,other_types,not mentioned,3,10,13,32,Low Storage,4000,Medium Battery,122.86,Budget,https://rukminim2.flixcart.com/image/312/312/k2jbyq80pkrrdj/mobile-refurbished/z/y/j/galaxy-a20s-64-a-sm-a207fzkgins-samsung-4-original-imafkx2d6qnvdfgh.jpeg?q=70
SAMSUNG Galaxy A20s,Phones,4.2,Blue,other_types,not mentioned,3,10,13,32,Low Storage,4000,Medium Battery,122.86,Budget,https://rukminim2.flixcart.com/image/312/312/k2jbyq80pkrrdj/mobile-refurbished/p/3/a/galaxy-a20s-32-a-sm-a207fzbdins-samsung-3-original-imafkx2dygmrbhah.jpeg?q=70
SAMSUNG Galaxy M31,Phones,4.2,Space Black,other_types,not mentioned,6,10,48,128,High Storage,6000,High Battery,159.9,Mid-Range,https://rukminim2.flixcart.com/image/312/312/k7f34i80/mobile/k/g/h/samsung-galaxy-m31-sm-m315fzkgins-original-imafpnrzzt9krr9a.jpeg?q=70
