model,category,ratings,color,display,processor,ram,android_version,camera,storage,storage_category,battery,battery_category,price_gbp,price_category,imgURL
SAMSUNG Galaxy S23 5G,Phones,4.5,Cream,HD+ AMOLED,Gen8,8,13,50,256,High Storage,3900,Low Battery,137.74,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/1/r/n/-original-imagmg6gyzgzzszt.jpeg?q=70
SAMSUNG Galaxy S23 5G,Phones,4.5,Cream,HD+ AMOLED,Gen8,8,13,50,128,High Storage,3900,Low Battery,90.12,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/1/r/n/-original-imagmg6gyzgzzszt.jpeg?q=70
SAMSUNG Galaxy M11,Phones,4.2,Metallic Blue,LCD,Snapdragon(SDM450-F01),4,10,13,64,Medium Storage,5000,High Battery,118.95,Budget,https://rukminim2.flixcart.com/image/312/312/kavefm80/mobile/w/u/z/samsung-galaxy-m11-sm-m115fmbeins-original-imafscgycugcewty.jpeg?q=70
SAMSUNG Galaxy A53,Phones,4.0,Awesome White,HD+ AMOLED,not mentioned,6,12,64,128,High Storage,5000,High Battery,304.75,Flagship,https://rukminim2.flixcart.com/image/312/312/l3xcr680/mobile/u/j/j/-original-imagexezgtcfapss.jpeg?q=70
SAMSUNG Galaxy S23 5G,Phones,4.5,Lavender,HD+ AMOLED,Gen8,8,13,50,128,High Storage,3900,Low Battery,90.12,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/g/l/3/-original-imagmg6gyu3zemex.jpeg?q=70
SAMSUNG Galaxy F23 5G,Phones,4.2,Copper Blush,other_types,Snapdragon750GProcessor,4,12,50,128,High Storage,5000,High Battery,138.09,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/f/c/v/-original-imagehzbaw2wugme.jpeg?q=70
SAMSUNG Galaxy A33,Phones,4.1,Awesome Blue,other_types,not mentioned,8,12,48,128,High Storage,5000,High Battery,261.9,Mid-Range,https://rukminim2.flixcart.com/image/312/312/l3xcr680/mobile/c/4/9/-original-imagexeyqhh6vwzk.jpeg?q=70
SAMSUNG Galaxy A33,Phones,4.1,Awesome Black,other_types,not mentioned,8,12,48,128,High Storage,5000,High Battery,266.57,Mid-Range,https://rukminim2.flixcart.com/image/312/312/l3xcr680/mobile/n/u/4/-original-imagexeyrcz5ckyy.jpeg?q=70
SAMSUNG Galaxy M32,Phones,4.2,Black,other_types,not mentioned,6,11,64,128,High Storage,6000,High Battery,142.81,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/c/r/-original-imag4pfhh7mycw2u.jpeg?q=70
SAMSUNG Galaxy M31,Phones,4.3,Ocean Blue,other_types,not mentioned,6,10,64,64,Medium Storage,6000,High Battery,180.94,Mid-Range,https://rukminim2.flixcart.com/image/312/312/k7f34i80/mobile/h/e/4/samsung-galaxy-m31-sm-m315fzbdins-original-imafpnrzfeyrmq8a.jpeg?q=70
SAMSUNG Galaxy A03,Phones,4.1,Red,other_types,not mentioned,3,11,48,32,Low Storage,5000,High Battery,90.46,Budget,https://rukminim2.flixcart.com/image/312/312/l0sgyvk0/mobile/s/y/1/-original-imagchh82ezdsfca.jpeg?q=70
SAMSUNG Galaxy A52,Phones,4.3,Awesome Blue,HD+ AMOLED,Snapdragon720GProcessor,8,11,64,128,High Storage,4500,Medium Battery,238.0,Mid-Range,https://rukminim2.flixcart.com/image/312/312/kmf7ki80/mobile/s/z/a/galaxy-a52-sm-a525fzbgins-samsung-original-imagfb4xdvtk8zzb.jpeg?q=70
SAMSUNG Galaxy A23 5G,Phones,3.8,Orange,LCD,Snapdragon695,8,12,50,128,High Storage,5000,High Battery,228.56,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/n/p/g/-original-imagm2jtdqagpcfe.jpeg?q=70
SAMSUNG Galaxy A04e,Phones,4.2,Copper,LCD,not mentioned,3,12,13,64,Medium Storage,5000,High Battery,95.23,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/s/y/r/-original-imagh2pqgpzrajbp.jpeg?q=70
SAMSUNG Galaxy M34 5G without charger,Phones,4.3,Prism Silver,other_types,not mentioned,6,13,50,128,High Storage,6000,High Battery,203.8,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/i/g/galaxy-m34-5g-without-charger-sm-m346b-samsung-original-imagrhrhbuja8grh.jpeg?q=70
SAMSUNG Galaxy F62,Phones,4.2,Laser Green,HD+ AMOLED,not mentioned,8,11,64,128,High Storage,7000,High Battery,247.61,Mid-Range,https://rukminim2.flixcart.com/image/312/312/klb78nk0/mobile/m/2/k/galaxy-f62-sm-e625fzggins-samsung-original-imagygxxse8gbaby.jpeg?q=70
SAMSUNG Galaxy M32 5G,Phones,4.2,Slate Black,other_types,Dimensity720,8,11,48,128,High Storage,5000,High Battery,199.99,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/z/t/1/-original-imag6jm69crass7p.jpeg?q=70
SAMSUNG Galaxy M12,Phones,4.3,Blue,other_types,not mentioned,4,11,48,64,Medium Storage,6000,High Battery,104.75,Budget,https://rukminim2.flixcart.com/image/312/312/kmjhw280/mobile/h/k/v/galaxy-m12-galaxy-m12-samsung-original-imagffy3wzrmy7ep.jpeg?q=70
SAMSUNG Galaxy S22 Ultra 5G,Phones,4.3,Phantom Black,AMOLED,not mentioned,12,12,108,256,High Storage,5000,High Battery,194.89,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/w/t/r/-original-imaggj68cgtdacxn.jpeg?q=70
SAMSUNG Galaxy M12,Phones,4.3,Blue,other_types,not mentioned,6,11,48,128,High Storage,6000,High Battery,147.61,Budget,https://rukminim2.flixcart.com/image/312/312/kmwcuq80/mobile/7/p/5/galaxy-m12-galaxy-m12-samsung-original-imagfzuhqtn5kpvj.jpeg?q=70
SAMSUNG Galaxy F12,Phones,4.1,Sky Blue,other_types,not mentioned,4,11,48,64,Medium Storage,6000,High Battery,103.71,Budget,https://rukminim2.flixcart.com/image/312/312/kn22m4w0/mobile/9/k/s/galaxy-f12-sm-f127glbiins-samsung-original-imagftmhhhvghq7w.jpeg?q=70
SAMSUNG A52s 5G,Phones,4.0,Awesome Black,other_types,not mentioned,6,11,64,128,High Storage,4500,Medium Battery,295.14,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/h/n/a52s-5g-sm-a528b-ds-samsung-original-imaghg2dewy5p2j5.jpeg?q=70
SAMSUNG Galaxy S20 FE,Phones,4.0,Cloud Lavender,HD+ AMOLED,not mentioned,8,10,32,128,High Storage,4500,Medium Battery,266.13,Mid-Range,https://rukminim2.flixcart.com/image/312/312/kg15ocw0/mobile/j/n/e/samsung-galaxy-s20-fe-sm-g780flvnins-original-imafwd2jr9hyc77a.jpeg?q=70
SAMSUNG Galaxy A53,Phones,4.1,Awesome Blue,HD+ AMOLED,not mentioned,6,12,64,128,High Storage,5000,High Battery,304.75,Flagship,https://rukminim2.flixcart.com/image/312/312/l3xcr680/mobile/a/x/k/-original-imagexezkeefuadb.jpeg?q=70
SAMSUNG Galaxy A03,Phones,4.0,Blue,other_types,not mentioned,3,11,48,32,Low Storage,5000,High Battery,85.63,Budget,https://rukminim2.flixcart.com/image/312/312/l0sgyvk0/mobile/z/4/7/-original-imagchh89wufbej2.jpeg?q=70
SAMSUNG Galaxy A03s,Phones,4.1,Blue,LCD,Heilo356765,3,11,13,32,Low Storage,5000,High Battery,109.51,Budget,https://rukminim2.flixcart.com/image/312/312/ksgehzk0/mobile/x/q/1/galaxy-a03s-sm-a037fzbgins-sm-a037fzb6ins-samsung-original-imag6ygnvtkhgjzg.jpeg?q=70
SAMSUNG Galaxy F42 5G,Phones,4.1,Matte Aqua,other_types,Dimensity700,8,11,64,128,High Storage,5000,High Battery,219.04,Mid-Range,https://rukminim2.flixcart.com/image/312/312/ku4ezrk0/mobile/6/z/p/galaxy-f42-5g-sm-e426bzbgins-samsung-original-imag7anfz8jzxkv4.jpeg?q=70
SAMSUNG Galaxy A03 Core,Phones,4.2,Green,LCD,not mentioned,2,11,8,32,Low Storage,5000,High Battery,80.03,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/9/v/9/galaxy-a03-core-sm-a032fzkdins-sm-a032fzk5ins-samsung-original-imaghzxw2uuxuftu.jpeg?q=70
SAMSUNG Galaxy A34 5G,Phones,4.0,Awesome Silver,other_types,"Dimensity1080,",8,13,48,256,High Storage,5000,High Battery,304.67,Flagship,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/l/l/galaxy-a34-5g-sm-a346ezseins-samsung-original-imagnpz4fqyfqzqq.jpeg?q=70
SAMSUNG Galaxy A03s,Phones,4.4,Black,LCD,Heilo356765,3,11,13,32,Low Storage,5000,High Battery,109.51,Budget,https://rukminim2.flixcart.com/image/312/312/ksgehzk0/mobile/f/c/e/galaxy-a03s-sm-a037fzkdins-sm-a037fzk5ins-samsung-original-imag6ygmysu8ec7n.jpeg?q=70
SAMSUNG Galaxy A03s,Phones,4.3,Black,LCD,Heilo356765,4,11,13,64,Medium Storage,5000,High Battery,138.09,Budget,https://rukminim2.flixcart.com/image/312/312/ksgehzk0/mobile/f/c/e/galaxy-a03s-sm-a037fzkdins-sm-a037fzk5ins-samsung-original-imag6ygmysu8ec7n.jpeg?q=70
SAMSUNG Galaxy F12,Phones,4.2,Sea Green,other_types,not mentioned,4,11,48,64,Medium Storage,6000,High Battery,103.71,Budget,https://rukminim2.flixcart.com/image/312/312/kn22m4w0/mobile/a/q/8/galaxy-f12-sm-f127gzgiins-samsung-original-imagftmjw3xqg4yk.jpeg?q=70
SAMSUNG A04 e,Phones,4.1,Copper,other_types,Heilo67653512,3,4,13,64,Medium Storage,5000,High Battery,95.23,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/h/g/a04-e-sm-a042fzck-samsung-original-imagh8hxsfkstsxz.jpeg?q=70
SAMSUNG Galaxy A03,Phones,3.7,Red,other_types,not mentioned,3,11,48,32,Low Storage,5000,High Battery,90.46,Budget,https://rukminim2.flixcart.com/image/312/312/l0sgyvk0/mobile/s/y/1/-original-imagchh82ezdsfca.jpeg?q=70
SAMSUNG Galaxy M53 5G,Phones,4.2,Deep Ocean Blue,other_types,not mentioned,6,12,108,128,High Storage,5000,High Battery,257.13,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/g/o/0/-original-imagfzjymhrwrebm.jpeg?q=70
SAMSUNG Galaxy A50,Phones,4.3,Black,AMOLED,not mentioned,4,9,25,64,Medium Storage,4000,Medium Battery,200.0,Mid-Range,https://rukminim2.flixcart.com/image/312/312/jsyyufk0/mobile/e/9/v/samsung-galaxy-a50-sm-a505fzkgins-original-imafefgh2bgdetj4.jpeg?q=70
SAMSUNG Galaxy A13,Phones,4.1,Black,other_types,not mentioned,4,12,50,128,High Storage,5000,High Battery,142.85,Budget,https://rukminim2.flixcart.com/image/312/312/l19m93k0/mobile/g/q/o/-original-imagcv74epgf4fya.jpeg?q=70
SAMSUNG Galaxy A34 5G,Phones,4.3,Awesome Lime,other_types,"Dimensity1080,",6,13,48,128,High Storage,5000,High Battery,276.18,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/0/h/m/galaxy-a34-5g-sm-a346elgains-samsung-original-imagnpz52hphfccb.jpeg?q=70
SAMSUNG Galaxy A03 Core,Phones,4.1,Blue,LCD,not mentioned,2,11,8,32,Low Storage,5000,High Battery,77.62,Budget,https://rukminim2.flixcart.com/image/312/312/kwqq1zk0/mobile/v/5/d/-original-imag9cm5hydfgjjw.jpeg?q=70
SAMSUNG Galaxy A12,Phones,4.2,Blue,LCD,Heilo356765,4,10,48,64,Medium Storage,5000,High Battery,142.85,Budget,https://rukminim2.flixcart.com/image/312/312/klb78nk0/mobile/p/y/q/galaxy-a12-sm-a125fzbhins-samsung-original-imagyg84zadwb7xx.jpeg?q=70
SAMSUNG Galaxy A32,Phones,4.2,Awesome Black,AMOLED,Heilo80P,8,11,64,128,High Storage,5000,High Battery,199.99,Mid-Range,https://rukminim2.flixcart.com/image/312/312/kwmfqfk0/mobile/l/p/m/-original-imag98zngkzwaxkk.jpeg?q=70
SAMSUNG Galaxy A14,Phones,3.9,Silver,LCD,not mentioned,4,13,50,64,Medium Storage,5000,High Battery,133.32,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/8/5/z/galaxy-a14-sm-a145fzsdins-samsung-original-imagq6cp4mbhejzn.jpeg?q=70
SAMSUNG Galaxy A33,Phones,4.1,Awesome Peach,other_types,not mentioned,6,12,48,128,High Storage,5000,High Battery,247.61,Mid-Range,https://rukminim2.flixcart.com/image/312/312/l3xcr680/mobile/q/6/v/-original-imagexfy6u2f6h3f.jpeg?q=70
SAMSUNG Galaxy A04e,Phones,4.1,Copper,LCD,not mentioned,4,12,13,128,High Storage,5000,High Battery,109.51,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/s/y/r/-original-imagh2pqgpzrajbp.jpeg?q=70
SAMSUNG Galaxy M14 5G,Phones,4.2,Icy Silver,other_types,not mentioned,6,13,50,128,High Storage,6000,High Battery,157.05,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/2/5/galaxy-m14-5g-sm-m146b-samsung-original-imagzwrqnpzujxks.jpeg?q=70
SAMSUNG Galaxy A14,Phones,3.9,Black,LCD,not mentioned,4,13,50,64,Medium Storage,5000,High Battery,133.32,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/9/n/3/galaxy-a14-sm-a145fzkdins-samsung-original-imagq6czznggphyk.jpeg?q=70
SAMSUNG Galaxy M14 5G,Phones,4.2,Smoky Teal,other_types,not mentioned,4,13,50,128,High Storage,6000,High Battery,142.75,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/6/d/galaxy-m14-5g-sm-m146b-samsung-original-imagzvnkybtue5da.jpeg?q=70
SAMSUNG Galaxy A52,Phones,4.3,Awesome Blue,HD+ AMOLED,Snapdragon720GProcessor,6,11,64,128,High Storage,4500,Medium Battery,247.51,Mid-Range,https://rukminim2.flixcart.com/image/312/312/kmf7ki80/mobile/s/z/a/galaxy-a52-sm-a525fzbgins-samsung-original-imagfb4xdvtk8zzb.jpeg?q=70
SAMSUNG Galaxy Z Flip4 5G,Phones,3.7,Pink Gold,HD+ AMOLED,Snapdragon1P,8,12,12,256,High Storage,3700,Low Battery,280.6,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/e/d/-original-imagh7nnemnbgtts.jpeg?q=70
SAMSUNG Galaxy A34 5G,Phones,4.3,Awesome Silver,other_types,"Dimensity1080,",6,13,48,128,High Storage,5000,High Battery,273.33,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/l/l/galaxy-a34-5g-sm-a346ezseins-samsung-original-imagnpz4fqyfqzqq.jpeg?q=70
SAMSUNG Galaxy F12,Phones,4.3,Sky Blue,other_types,not mentioned,4,11,48,128,High Storage,6000,High Battery,114.19,Budget,https://rukminim2.flixcart.com/image/312/312/kn22m4w0/mobile/9/k/s/galaxy-f12-sm-f127glbiins-samsung-original-imagftmhhhvghq7w.jpeg?q=70
SAMSUNG Galaxy A34 5G,Phones,4.3,Awesome Violet,other_types,"Dimensity1080,",6,13,48,128,High Storage,5000,High Battery,276.18,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/7/j/y/galaxy-a34-5g-sm-a346elvcins-samsung-original-imagnpz5dhysxrgw.jpeg?q=70
SAMSUNG M32 5G,Phones,4.1,Slate Black,other_types,Dimensity720,6,11,48,128,High Storage,5000,High Battery,161.9,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/z/t/1/-original-imag6jm69crass7p.jpeg?q=70
SAMSUNG Galaxy M31s,Phones,4.2,Mirage Black,other_types,not mentioned,6,10,64,128,High Storage,6000,High Battery,218.08,Mid-Range,https://rukminim2.flixcart.com/image/312/312/keekmfk0/mobile/n/g/p/samsung-galaxy-m31s-sm-m317fzkdins-original-imafv3py9qnwfeft.jpeg?q=70
SAMSUNG Galaxy A34 5G,Phones,4.3,Awesome Graphite,other_types,"Dimensity1080,",6,13,48,128,High Storage,5000,High Battery,276.18,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/a/v/galaxy-a34-5g-sm-a346ezkeins-samsung-original-imagnpz4h7xg6pgg.jpeg?q=70
SAMSUNG Galaxy A04,Phones,4.0,Black,LCD,not mentioned,4,12,50,64,Medium Storage,5000,High Battery,106.66,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/7/3/k/-original-imagh2prjymxvgqz.jpeg?q=70
SAMSUNG Galaxy A04,Phones,4.0,Copper,LCD,not mentioned,4,12,50,128,High Storage,5000,High Battery,121.9,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/s/7/-original-imagh2pzxpvggmah.jpeg?q=70
SAMSUNG Galaxy A22,Phones,4.2,Black,AMOLED,Heilo806769,6,11,48,128,High Storage,5000,High Battery,195.23,Mid-Range,https://rukminim2.flixcart.com/image/312/312/krtjgcw0/mobile/m/r/e/galaxy-a22-sm-a225fzkrins-samsung-original-imag5j58wyhkdgtt.jpeg?q=70
SAMSUNG Galaxy M12,Phones,4.2,Blue,other_types,not mentioned,6,11,48,128,High Storage,6000,High Battery,147.61,Budget,https://rukminim2.flixcart.com/image/312/312/kmwcuq80/mobile/7/p/5/galaxy-m12-galaxy-m12-samsung-original-imagfzuhqtn5kpvj.jpeg?q=70
SAMSUNG Galaxy Z Flip4 5G,Phones,3.7,Graphite,HD+ AMOLED,Snapdragon1P,8,12,12,128,High Storage,3700,Low Battery,232.98,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/u/o/-original-imagh7nnpy9wgyzh.jpeg?q=70
SAMSUNG Galaxy A33,Phones,4.1,Awesome Black,other_types,not mentioned,6,12,48,128,High Storage,5000,High Battery,263.8,Mid-Range,https://rukminim2.flixcart.com/image/312/312/l3xcr680/mobile/n/u/4/-original-imagexeyrcz5ckyy.jpeg?q=70
SAMSUNG Galaxy A23,Phones,4.3,Black,other_types,not mentioned,8,12,50,128,High Storage,5000,High Battery,178.95,Mid-Range,https://rukminim2.flixcart.com/image/312/312/l19m93k0/mobile/s/g/h/-original-imagcv8jdxumgvxy.jpeg?q=70
SAMSUNG A04 E,Phones,4.1,Copper,other_types,not mentioned,4,4,13,128,High Storage,5000,High Battery,109.51,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/h/g/a04-e-sm-a042fzck-samsung-original-imagh8hxsfkstsxz.jpeg?q=70
SAMSUNG Galaxy A04e,Phones,4.1,Light Blue,LCD,not mentioned,4,12,13,128,High Storage,5000,High Battery,109.51,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/j/q/-original-imagh2pzwytdknpx.jpeg?q=70
SAMSUNG Galaxy A52,Phones,4.3,Awesome Black,HD+ AMOLED,Snapdragon720GProcessor,6,11,64,128,High Storage,4500,Medium Battery,238.09,Mid-Range,https://rukminim2.flixcart.com/image/312/312/kmf7ki80/mobile/r/z/1/galaxy-a52-sm-a525fzkhins-samsung-original-imagfb4vgf9eez3j.jpeg?q=70
SAMSUNG Galaxy A13,Phones,4.1,Black,other_types,not mentioned,4,12,50,64,Medium Storage,5000,High Battery,176.1,Mid-Range,https://rukminim2.flixcart.com/image/312/312/l19m93k0/mobile/g/q/o/-original-imagcv74epgf4fya.jpeg?q=70
SAMSUNG Galaxy J6,Phones,4.5,Blue,other_types,not mentioned,4,8,13,64,Medium Storage,3000,Low Battery,95.23,Budget,https://rukminim2.flixcart.com/image/312/312/jjelq4w0/mobile/w/n/8/samsung-galaxy-j6-sm-j600gzbgins-original-imaf6zpf6q8tjcva.jpeg?q=70
SAMSUNG Galaxy A13,Phones,4.2,Blue,other_types,not mentioned,6,12,50,128,High Storage,5000,High Battery,157.13,Mid-Range,https://rukminim2.flixcart.com/image/312/312/l19m93k0/mobile/q/u/z/-original-imagcv74cev7ges4.jpeg?q=70
SAMSUNG Galaxy F12,Phones,4.3,Sea Green,other_types,not mentioned,4,11,48,128,High Storage,6000,High Battery,123.71,Budget,https://rukminim2.flixcart.com/image/312/312/kn22m4w0/mobile/a/q/8/galaxy-f12-sm-f127gzgiins-samsung-original-imagftmjw3xqg4yk.jpeg?q=70
SAMSUNG M53 5G,Phones,4.1,Mystique Green,other_types,not mentioned,6,12,108,128,High Storage,5000,High Battery,257.13,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/r/b/2/-original-imagfzj8e8hytax2.jpeg?q=70
SAMSUNG Galaxy A70s,Phones,4.3,Prism Crush White,other_types,not mentioned,8,9,64,128,High Storage,4500,Medium Battery,290.48,Mid-Range,https://rukminim2.flixcart.com/image/312/312/kgjqefk0/mobile/j/s/5/samsung-galaxy-a70s-sm-a707fzwwins-original-imafwrdhsyfzh6yg.jpeg?q=70
SAMSUNG Galaxy On Nxt,Phones,4.3,Black,other_types,not mentioned,3,6,13,64,Medium Storage,3300,Low Battery,170.48,Mid-Range,https://rukminim2.flixcart.com/image/312/312/jjolt3k0/mobile-refurbished/g/f/a/galaxy-on-nxt-32-u-sm-g610fzkgins-samsung-3-original-imaet97hkjd6eyfc.jpeg?q=70
SAMSUNG Galaxy Z Flip4 5G,Phones,3.7,Bora Purple,HD+ AMOLED,Snapdragon1P,8,12,12,128,High Storage,3700,Low Battery,232.98,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/v/7/-original-imagh7nnb7ssj3xq.jpeg?q=70
SAMSUNG Galaxy A14,Phones,3.9,Black,LCD,not mentioned,4,13,50,128,High Storage,5000,High Battery,147.61,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/9/n/3/galaxy-a14-sm-a145fzkdins-samsung-original-imagq6czznggphyk.jpeg?q=70
SAMSUNG Galaxy A14,Phones,3.9,Light Green,LCD,not mentioned,4,13,50,128,High Storage,5000,High Battery,147.61,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/e/c/galaxy-a14-sm-a145flgdins-samsung-original-imagq6czvb7qgbmc.jpeg?q=70
SAMSUNG Galaxy A13,Phones,4.1,Green,other_types,not mentioned,4,12,50,64,Medium Storage,5000,High Battery,152.37,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/f/e/o/-original-imaggy3yrdqzsvfc.jpeg?q=70
SAMSUNG Galaxy J6,Phones,4.5,Black,other_types,not mentioned,4,8,13,64,Medium Storage,3000,Low Battery,95.23,Budget,https://rukminim2.flixcart.com/image/312/312/jjelq4w0/mobile/e/3/a/samsung-galaxy-j6-sm-j600gzkgins-original-imaf6zpe7vrnygsn.jpeg?q=70
SAMSUNG Galaxy On Nxt,Phones,4.3,Gold,other_types,not mentioned,3,6,13,64,Medium Storage,3300,Low Battery,170.48,Mid-Range,https://rukminim2.flixcart.com/image/312/312/jjolt3k0/mobile-refurbished/y/m/5/galaxy-on-nxt-32-u-sm-g610fzdgins-samsung-3-original-imaet97hmqvfn5a6.jpeg?q=70
SAMSUNG Galaxy On Max,Phones,4.3,Gold,other_types,MediaTek,4,7,13,32,Low Storage,3300,Low Battery,189.52,Mid-Range,https://rukminim2.flixcart.com/image/312/312/j4sronk0/mobile/3/z/h/samsung-on-max-sm-g615fzduins-original-imaevmfxe8xpzsw6.jpeg?q=70
SAMSUNG Galaxy M32,Phones,4.2,Light Blue,other_types,not mentioned,4,11,48,64,Medium Storage,6000,High Battery,161.9,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/5/n/y/-original-imag4pfh5k9anrfc.jpeg?q=70
SAMSUNG Galaxy M34 5G without charger,Phones,3.7,Prism Silver,other_types,not mentioned,8,13,50,128,High Storage,6000,High Battery,233.24,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/i/g/galaxy-m34-5g-without-charger-sm-m346b-samsung-original-imagrhrhbuja8grh.jpeg?q=70
SAMSUNG Galaxy A13,Phones,4.2,Peach,other_types,not mentioned,4,12,50,64,Medium Storage,5000,High Battery,138.09,Budget,https://rukminim2.flixcart.com/image/312/312/l19m93k0/mobile/w/g/x/-original-imagcv74zmfuu3cx.jpeg?q=70
SAMSUNG Galaxy S22 ultra 5G,Phones,4.4,Burgundy,other_types,not mentioned,12,12,108,256,High Storage,5000,High Battery,223.46,Mid-Range,https://rukminim2.flixcart.com/image/312/312/l3khsi80/mobile/f/s/y/galaxy-s22-ultra-5g-sm-s08edrginu-sm-s908e-ds-samsung-original-imagenuuky3dbc2d.jpeg?q=70
SAMSUNG Galaxy M34 5G without charger,Phones,3.7,Prism Silver,other_types,not mentioned,6,13,50,128,High Storage,6000,High Battery,202.85,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/i/g/galaxy-m34-5g-without-charger-sm-m346b-samsung-original-imagrhrhbuja8grh.jpeg?q=70
SAMSUNG Galaxy On6,Phones,4.3,Blue,other_types,not mentioned,4,8,13,64,Medium Storage,3000,Low Battery,167.62,Mid-Range,https://rukminim2.flixcart.com/image/312/312/jit64cw0-1/mobile/k/y/9/samsung-galaxy-on6-sm-j600gf-original-imaf6j6py3cnep8f.jpeg?q=70
SAMSUNG Galaxy Z Flip4 5G,Phones,4.2,Pink Gold,HD+ AMOLED,Snapdragon1P,8,12,12,128,High Storage,3700,Low Battery,232.98,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/e/d/-original-imagh7nnemnbgtts.jpeg?q=70
SAMSUNG Galaxy A23,Phones,4.0,Peach,other_types,not mentioned,8,12,50,128,High Storage,5000,High Battery,180.86,Mid-Range,https://rukminim2.flixcart.com/image/312/312/l19m93k0/mobile/5/k/x/-original-imagcv8jubmd9pb6.jpeg?q=70
SAMSUNG Galaxy A12,Phones,4.5,Blue,LCD,not mentioned,4,11,48,64,Medium Storage,5000,High Battery,133.32,Budget,https://rukminim2.flixcart.com/image/312/312/krz97rk0/mobile/g/n/h/galaxy-a12-mtk-g35-sm-a125fzbjins-samsung-original-imag5n53wm8rg4tw.jpeg?q=70
SAMSUNG Galaxy On Max,Phones,4.1,Black,other_types,MediaTek,4,7,13,32,Low Storage,3300,Low Battery,189.52,Mid-Range,https://rukminim2.flixcart.com/image/312/312/j4sronk0/mobile/e/n/w/samsung-on-max-sm-g615fzkuins-original-imaevmfxesgjatny.jpeg?q=70
SAMSUNG Galaxy Z Fold3 5G,Phones,4.3,Phantom Green,AMOLED,Snapdragon888,12,11,12,256,High Storage,4400,Medium Battery,180.26,Mid-Range,https://rukminim2.flixcart.com/image/312/312/ksqeky80/mobile/x/7/1/galaxy-z-fold3-5g-sm-f926bzgdinu-samsung-original-imag68q6hpdwmngw.jpeg?q=70
SAMSUNG Galaxy A13,Phones,4.3,Green,other_types,not mentioned,4,12,50,128,High Storage,5000,High Battery,190.38,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/f/e/o/-original-imaggy3yrdqzsvfc.jpeg?q=70
SAMSUNG Galaxy F02s,Phones,4.2,Diamond Blue,other_types,Snapdragon450,4,10,13,64,Medium Storage,5000,High Battery,104.67,Budget,https://rukminim2.flixcart.com/image/312/312/kn22m4w0/mobile/t/z/7/galaxy-f02s-sm-e025fdbfins-samsung-original-imagfthzytxvkmb2.jpeg?q=70
SAMSUNG Galaxy M30s,Phones,4.2,Quartz Green,other_types,not mentioned,4,9,48,64,Medium Storage,6000,High Battery,123.71,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/j/w/galaxy-m30s-sm-m307fzgdins-samsung-original-imagrcbmpcsswmqm.jpeg?q=70
